Price,Address,Square Footage,Year Built,Bed Rooms,Style,Basement,Distance to City Core(KM),Quadrant
814900,"40 Saddlelake Gardens NE, Calgary, Alberta T3J 0R7",1905.42,2014,4,2,Finished,20.8,NE
715000,"643 cornerstone Drive NE, Calgary, Alberta T3N1X5",1920.6,2020,5,2,Finished,27.5,NE
724900,"117 Saddletree Close NE, Calgary, Alberta T3J 5J1",1935.96,2005,4,2,Finished,22.2,NE
769000,"139 Skyview Shores Crescent NE, Calgary, Alberta T3N 0C5",1988,2009,4,2,Finished,26.5,NE
759000,"15 Castlebury Way NE, Calgary, Alberta T3J 1K7",2053.2,1981,7,2,Finished,17.7,NE
749000,"186 Skyview Shores Crescent NE, Calgary, Alberta T3N 0C5",2153,2009,4,2,Finished,26.4,NE
875000,"4512 84 Avenue NE, Calgary, Alberta T3J 2J1",2196,2023,7,2,Finished,22.6,NE
849000,"35 Homestead Grove NE, Calgary, Alberta T3J 2G7",2196.97,2022,5,2,Finished,20.9,NE
749900,"29 Saddlecrest Green NE, Calgary, Alberta T3J 5N4",2229,2006,4,2,Finished,23.4,NE
799900,"138 Saddlecrest Way NE, Calgary, Alberta T3J 5N2",2231.8,2006,4,2,Finished,23.5,NE
735000,"19 Taralake Street NE, Calgary, Alberta T3J 0J4",2241,2009,4,2,Finished,19.1,NE
980000,"123 Redstone Heights NE, Calgary, Alberta T3N1P4",2298.5,2022,6,2,Finished,26.9,NE
899900,"277 Martin Crossing Place NE, Calgary, Alberta T3J 0L2",2306.6,2008,5,2,Finished,18.8,NE
949000,"125 Saddlepeace Crescent NE, Calgary, Alberta T3J 2J2",2386,2023,6,2,Finished,19.7,NE
899900,"175 Saddlecrest Grove NE, Calgary, Alberta T3J 2K4",2407,2023,6,2,Finished,23.2,NE
789900,"13 Redstone Path NE, Calgary, Alberta T3N0K1",2488.1,2015,6,2,Finished,26.2,NE
949000,"111 Saddlecrest Grove NE, Calgary, Alberta T3J5N2",2527.8,2022,7,2,Finished,23.2,NE
950000,"64 Redstone Landing NE, Calgary, Alberta T3N0T6",2608.61,2017,6,2,Finished,26.7,NE
925000,"187 Cornerstone Circle NE, Calgary, Alberta T3N 1G9",2624,2017,5,2,Finished,27.4,NE
998999,"658 Cornerstone Avenue NE, Calgary, Alberta T3N2B4",2673.08,2021,7,2,Finished,24.8,NE
1099900,"144 Saddlepeace Way NE, Calgary, Alberta T3J 2J5",2720,2023,6,2,Finished,19.7,NE
949900,"60 Cornerstone Circle NE, Calgary, Alberta T3N 1B9",2752.22,2017,7,2,Finished,27.4,NE
550000,"7828 MARTHA'S HAVEN Park NE, Calgary, Alberta t3j3x8",1558.12,1999,3,2,Unfinished,19.1,NE
575000,"77 San Diego Way NE, Calgary, Alberta T1Y 7A5",1027.8,1995,3,2,Finished,16,NE
649900,"75 Castlegrove Road NE, Calgary, Alberta T3J 1S7",1048,1981,3,1,Finished,17.7,NE
479000,"19 Falshire Way NE, Calgary, Alberta T3J2B2",1064,1982,3,2,Finished,17.6,NE
574999,"3935 14 Avenue NE, Calgary, Alberta T2A 4A5",1073.1,1973,3,1,Finished,9,NE
569900,"19 Martin Crossing Grove NE, Calgary, Alberta T3J 3X9",1081,1999,3,0,Finished,18.4,NE
649900,"224 madeira Crescent , Calgary, Alberta t2a4n4",1103,1973,3,0,Finished,10.4,NE
465000,"5403 54 Street NE, Calgary, Alberta T3J 1C5",1114.7,1979,2,2,Finished,17.3,NE
599999,"348 Manora Road NE, Calgary, Alberta T2A4R6",1121.74,1974,3,1,Finished,10.7,NE
414999,"160 Templeson Road NE, Calgary, Alberta T1Y5M2",1126.53,1981,2,2,Finished,15.9,NE
525000,"352 Falton Drive NE, Calgary, Alberta T2J 2W9",1137.34,1982,3,2,Finished,18,NE
529900,"92 Cornerbrook Gate NE, Calgary, Alberta T3N1L8",1196.9,2018,3,2,Unfinished,25.2,NE
549000,"40 Falconridge Close NE, Calgary, Alberta T3J 1A7",1209.3,1980,2,2,Unfinished,17.5,NE
499900,"740 Savanna Boulevard NE, Calgary, Alberta T3J2J9",1218.5,2021,3,2,Unfinished,22.4,NE
530000,"261 Cityscape Boulevard NE, Calgary, Alberta T3N0X2",1226,2018,4,2,Unfinished,21.3,NE
549000,"119 Castlegrove Road NE, Calgary, Alberta T3J 1S7",1243,1981,3,2,Finished,17.8,NE
565000,"136 Corner Meadows Way NE, Calgary, Alberta T3N 1B8",1306.72,2020,3,2,Unfinished,23.1,NE
570000,"470 taralake Way NE, Calgary, Alberta T3J0J5",1337.6,2009,3,2,Unfinished,19.4,NE
599700,"16 Maidstone Place NE, Calgary, Alberta T2A 4B2",1354.1,1973,3,1,Finished,9.6,NE
625000,"560 Malvern Green NE, Calgary, Alberta T2A 5C8",1362.1,1975,3,1,Finished,10.7,NE
599999,"24 martindale Drive NE, Calgary, Alberta T3J 2V6",1363,1986,4,2,Finished,17.7,NE
519900,"736 Savanna Boulevard NE, Calgary, Alberta T3J2J9",1372,2021,3,2,Unfinished,22.4,NE
569900,"31 Cornerstone Path NE, Calgary, Alberta T3N 1G7",1416,2023,3,2,Unfinished,23.1,NE
619999,"58 Martin Crossing Way NE, Calgary, Alberta T3J3S1",1451,1998,3,0,Unfinished,18.6,NE
529900,"209 Cityscape Boulevard NE, Calgary, Alberta T2P0X2",1456.4,2018,3,2,Unfinished,21.4,NE
580000,"27 Cityscape Grove NE, Calgary, Alberta T3N 0M7",1496,2014,3,2,Unfinished,21.3,NE
620000,"69 Cityscape Street NE, Calgary, Alberta T3N 0N8",1509.25,2015,3,2,Finished,21.1,NE
640000,"65 Martinview Crescent , Calgary, Alberta T3J2S5",1543.1,1999,3,2,Finished,17.7,NE
669000,"623 Saddlecreek Way NE, Calgary, Alberta T3J 4A3",1595.4,2000,4,2,Finished,19.1,NE
609786,"1810 Cornerstone Boulevard NE, Calgary, Alberta T3N 2L7",1643.35,2023,3,2,Unfinished,27.4,NE
609000,"1816 cornerstone Boulevard NE, Calgary, Alberta T3N 2L7",1646.27,2023,3,2,Unfinished,27.4,NE
619500,"1814 Cornerstone Boulevard NE, Calgary, Alberta T3N 2L7",1655.36,2023,3,2,Unfinished,27.4,NE
614000,"1807 CORNERSTONE Boulevard NE, Calgary, Alberta T3N 2L7",1656.54,2023,3,2,Unfinished,27.4,NE
609999,"1809 Cornerstone Boulevard NE, Calgary, Alberta T3N 2L7",1658.08,2023,3,2,Unfinished,27.4,NE
620000,"1812 Cornerstone Boulevard NE, Calgary, Alberta T3N 2L7",1679.57,2023,3,2,Unfinished,27.4,NE
685888,"59 Tarington Gardens NE, Calgary, Alberta T3J 4N2",1686,2001,4,2,Finished,18.6,NE
699000,"55 TEMPLEVALE Way NE, Calgary, Alberta T1Y4V1",1725.89,1979,4,2,Finished,15.8,NE
649900,"139 Martha's Meadow Close NE, Calgary, Alberta T3J 4Z2",1822,2013,3,2,Unfinished,19,NE
691990,"66 Cityline Grove NE, Calgary, Alberta T3N 2H7",1879,2024,3,2,Unfinished,23.2,NE
719900,"248 Savanna Way NE, Calgary, Alberta T3J 0Z9",1883.57,2021,3,2,Unfinished,21.8,NE
730000,"109 Red Embers Manor NE, Calgary, Alberta t3n 1k7",1927,2018,3,2,Unfinished,27,NE
810000,"146 Saddlelake Way NE, Calgary, Alberta T3J 0V1",2013.2,2015,4,2,Finished,21.4,NE
850000,"8 Cityscape Place NE, Calgary, Alberta T3N 0S5",2047.3,2015,4,2,Finished,21.4,NE
760000,"62 Homestead Park NE, Calgary, Alberta T3J 2K7",2067,2023,4,2,Finished,21.2,NE
739900,"244 homestead Grove NE, Calgary, Alberta T3J 5S1",2079.02,2024,3,2,Unfinished,21.2,NE
724900,"503 Taralake Way NE, Calgary, Alberta T3J 0J5",2162,2008,4,2,Finished,19.4,NE
727990,"71 Cityline Grove NE, Calgary, Alberta T3N 2H7",2164,2024,3,2,Unfinished,23.2,NE
789900,"103 Martha's Meadow Close NE, Calgary, Alberta T3J 4Z2",2349.75,2013,5,2,Finished,19,NE
799786,"276 Whitefield Drive NE, Calgary, Alberta T1Y 5J3",2487.84,1986,4,2,Finished,12.2,NE
880000,"452 Cornerstone Avenue NE, Calgary, Alberta T3N 1S1",2582,2019,5,2,Finished,27.8,NE
810990,"95 Cityline Point NE, Calgary, Alberta T3N 2H6",2606,2024,3,2,Unfinished,23.2,NE
975000,"76 Cityline Point N.E.  , Calgary, Alberta T3P1V9",2718,2023,3,2,Unfinished,22.6,NE
779990,"16 Cityline Point NE, Calgary, Alberta T3N 2H7",2750,2024,3,2,Unfinished,22.6,NE
889000,"19 Taralake Mews NE, Calgary, Alberta T3J0H9",2833.26,2009,5,2,Finished,19.6,NE
624900,"1808 Cornerstone Boulevard NE, Calgary, Alberta T3N 2L7",1656.6,2023,3,2,Unfinished,27.4,NE
429888,"119 Falton Drive , Calgary, Alberta T3J 1W7",1039,1981,3,2,Finished,17.3,NE
559900,"5855 22 Avenue NE, Calgary, Alberta T1Y2C1",1080,1975,3,2,Finished,12.3,NE
529900,"263 Whitehill Place NE, Calgary, Alberta T1Y 3J3",1089,1977,3,2,Finished,14,NE
599900,"121 Coral Springs Bay NE, Calgary, Alberta T3J 3P4",1115,1996,3,1,Finished,17.7,NE
526000,"308 Templeton Circle NE, Calgary, Alberta T1Y 3Z2",1122.4,1979,3,0,Finished,15.3,NE
429000,"3507 42 Street NE, Calgary, Alberta T1Y 4S5",1125,1979,3,2,Finished,11.1,NE
600000,"628 Malvern Way  NE, Calgary, Alberta T2A 5C8",1125,1975,2,1,Finished,10.7,NE
529000,"359 Falshire Drive NE, Calgary, Alberta T3J1T8",1140.32,1983,3,2,Unfinished,17.4,NE
399900,"40 Aberdare Way NE, Calgary, Alberta T2A 6V5",1238.1,1980,2,2,Unfinished,11.8,NE
575000,"71 Falmere Way NE, Calgary, Alberta T3J 2Y7",1315,1984,3,2,Finished,18.1,NE
455000,"594 Savanna Boulevard NE, Calgary, Alberta T3N 1A8",1326,2019,3,3,Unfinished,22.2,NE
580000,"755 Taradale Drive NE, Calgary, Alberta T3J 4X3",1392,2003,3,2,Finished,18.8,NE
524335,"8809 48 Street NE, Calgary, Alberta T3J 2J2",1477,2024,4,2,Finished,18,NE
619900,"4033 Cornerstone Boulevard NE, Calgary, Alberta T3N 2A5",1521.9,2022,3,2,Unfinished,24.5,NE
609786,"17 CORNER GLEN Row NE, Calgary, Alberta T3N 2L9",1623.9,2024,3,2,Unfinished,27.5,NE
554200,"8825 48 Street NE, Calgary, Alberta T3J 2J2",1630,2024,4,2,Finished,18,NE
658888,"158 Saddlecrest Close NE, Calgary, Alberta T3J 5B6",1675,2004,4,2,Finished,23,NE
499900,"697 Savanna Boulevard NE, Calgary, Alberta T3J 2L8",1675.43,2023,3,3,Unfinished,22.4,NE
595000,"93 Del Ray Road NE, Calgary, Alberta T1Y 6V6",1745,1992,4,2,Finished,14.3,NE
625000,"133 Cityscape Gardens NE, Calgary, Alberta T3N 0M6",1762.4,2014,3,2,Unfinished,21.5,NE
739000,"188 HOMESTEAD Grove NE, Calgary, Alberta T3J 5S1",2092.52,2024,3,2,Unfinished,21.2,NE
740000,"15 Taralake Mews NE, Calgary, Alberta T3J0H9",2193.2,2009,5,2,Finished,19.6,NE
724900,"65 Saddlebrook Circle NE, Calgary, Alberta T3J 0K1",2212,2008,4,2,Finished,24.4,NE
749000,"140 Homestead Grove NE, Calgary, Alberta T3J 2G6",2320.11,2022,4,2,Unfinished,21.1,NE
800000,"124 Savanna Close NE, Calgary, Alberta T3J 0X8",2523,2017,4,2,Unfinished,21.4,NE
1069999,"67 Cityspring Bay NE, Calgary, Alberta T3N 1Z9",2844.66,2022,3,2,Unfinished,22.5,NE
459000,"6066 Martingrove Road NE, Calgary, Alberta T3J2N2",1059.5,1989,3,2,Unfinished,18.3,NE
829900,"231 Corner Glen Crescent , Calgary, Alberta T3N2L8",2440,2023,5,2,Unfinished,27.7,NE
574900,"131 Homestead Park NE, Calgary, Alberta T3J 2K6",1655,2023,4,2,Unfinished,21.3,NE
654000,"121 CORNERBROOK Road NE, Calgary, Alberta T3N 2H1",1801.4,2024,4,2,Unfinished,25,NE
669976,"365 Cornerbrook Road NE, Calgary, Alberta T3N 1B1",1880,2024,5,2,Unfinished,25,NE
749900,"3619 Cornerstone Boulevard NE, Calgary, Alberta T3N 2E3",2056,2022,4,2,Unfinished,25.1,NE
799900,"115 Cornerbrook Common NE, Calgary, Alberta T3N 1A9",2631.85,2019,5,2,Unfinished,24.4,NE
924000,"1408 Cornerstone Street NE, Calgary, Alberta T3N2L6",2763,2023,4,2,Unfinished,26.9,NE
549900,"270 Cornerstone Heights NE, Calgary, Alberta T3N 1R8",1416,2020,3,2,Unfinished,23.3,NE
509000,"4232 46 Street NE, Calgary, Alberta T1Y 4K5",1101.08,1978,2,2,Unfinished,14.2,NE
539999,"349 SKYVIEW Parkway NE, Calgary, Alberta T3N1Z7",1529.81,2024,3,2,Unfinished,22.5,NE
719000,"7 Tarawood Grove NE, Calgary, Alberta T3J 5A6",1800.75,2004,4,2,Unfinished,20.1,NE
249900,"403 Pinemont Gate NE, Calgary, Alberta T1Y 2R6",474.31,1975,2,2,Unfinished,12.1,NE
498000,"406 Coral Cove NE, Calgary, Alberta T3J 3Y9",1475.62,2002,3,2,Unfinished,16.6,NE
695000,"252 cornerbrook Drive NE, Calgary, Alberta T3N2J2",2035,2023,5,2,Unfinished,25,NE
799000,"103 Homestead Close NE, Calgary, Alberta T3J 2H2",2410,2022,5,2,Unfinished,21,NE
2699000,"808 McNeill Road NE, Calgary, Alberta T2E 5W6",7496.8,1970,3,2,Unfinished,6.1,NE
820000,"81 saddlestone Place NE, Calgary, Alberta T3J 0Z6",2443.9,2019,5,3,Unfinished,21.3,NE
639786,"237 Cornerstone Grove NE, Calgary, Alberta T3N 2A7",1735.19,2021,3,2,Unfinished,23.4,NE
829000,"109 Saddlepeace Crescent NE, Calgary, Alberta T3J 2J2",2155.41,2023,4,2,Unfinished,19.7,NE
749900,"192 Homestead Grove NE, Calgary, Alberta T3J 5S1",2182,2024,5,2,Unfinished,21.2,NE
849900,"919 Corner Meadows Way NE, Calgary, Alberta T3N 2C2",2423,2022,4,2,Unfinished,24.2,NE
879900,"604 Savanna Crescent NE, Calgary, Alberta T3J2L1",2480,2024,5,2,Unfinished,17.8,NE
920000,"38 Corner Meadows Grove NE, Calgary, Alberta T3N2C2",2711,2024,4,2,Unfinished,24.3,NE
